event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MLI1666,"22 September 2017",2017,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Mali)",,3,"Civilians (International)","Aid Workers (International)",7,37,,466,"Western Africa",Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,1,Issalan,"New media","Looting: 2 armed men at NGO agents' homes and robbed them.",0,,1622068184
MLI1667,"22 September 2017",2017,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Islamist Militia (Mali)",,3,"Civilians (Mali)",,7,37,"Civilian targeting",466,"Western Africa",Mali,Mopti,Tenenkou,"Togoro Kotia",Sare-Kina,14.609,-4.4928,1,Menastream,"Local partner-New media","Islamist militants abducted village chief of Sare-Kina.",0,,1622068184
MLI1665,"21 September 2017",2017,1,"Political violence","Violence against civilians",Attack,"Military Forces of Mali (2013-2020)",,1,"Civilians (Mali)","Fulani Ethnic Group (Mali)",7,17,"Civilian targeting",466,"Western Africa",Mali,Mopti,Djenne,Kewa,Kouakourou,14.2223,-4.4959,2,Menastream,"Local partner-New media","Finally, Malian army arrived in Kanio, to conduct patrols, but the usual downside a Peul neighborhood in the village subjected to searches, with multiple families stripped of their belongings and maltreated.",0,,1622068184
MLI1664,"21 September 2017",2017,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Mali)",,3,"Civilians (International)","Aid Workers (International); ICRC: International Committee of the Red Cross and Red Crescent",7,37,,466,"Western Africa",Mali,Mopti,Douentza,"Dangol Bore",Bore,15.1333,-3.4833,2,Menastream,"Local partner-New media","Looting: ICRC vehicle seized and staff stripped of belongings by presumed armed bandits near Bore, axis Konna-Douentza.",0,,1622068184
MLI1663,"21 September 2017",2017,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2013-2020)",,1,13,,466,"Western Africa",Mali,Mopti,Douentza,Mondoro,Boulkessi,14.7983,-1.3025,2,Menastream,"Local partner-New media","FAMa vehicle struck by IED in the area of Boulkessi near the Burkina Faso border, 2 Malian soldiers wounded.",0,,1663626896
MLI1661,"20 September 2017",2017,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2013-2020)",,1,13,,466,"Western Africa",Mali,Gao,Ansongo,Talataye,I-n-Deliman,16.1506,1.4277,2,Menastream,"Local partner-New media","Malian army convoy ambushed along the axis Menaka-Ansongo, 15km from In-Delimane. Provisional toll: 4 Malian soldiers killed & 3 wounded, 2 FAMa vehicles destroyed; 3 vehicles managed to return to Menaka.",4,,1622068184
MLI1660,"20 September 2017",2017,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-2020)",,8,28,,466,"Western Africa",Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,Menastream,"Local partner-New media","Complex attack: seemingly armed assault on MINUSMA positions and and rocket/mortar shooting to camp 'Kandi' in Kidal this morning. 1 peacekeeper lightly wounded and material damages. Civilian house also damaged/destroyed by mortar/rocket fire. Attack claimed by JNIM on 24/09.",0,,1626129974
MLI1662,"20 September 2017",2017,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-2020)",,8,28,,466,"Western Africa",Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,Menastream,"Local partner-New media","Complex attack: seemingly armed assault on MINUSMA positions and and rocket/mortar shooting to camp 'Kandi' in Kidal this morning. 1 peacekeeper lightly wounded and material damages. Civilian house also damaged/destroyed by mortar/rocket fire. Attack claimed by JNIM on 24/09.",0,,1626129974
MLI1659,"19 September 2017",2017,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Civilian targeting",466,"Western Africa",Mali,Gao,Ansongo,Ansongo,Ansongo,15.6597,0.5022,1,Aghanibe,"New media","CSREF accountant was attacked by armed men and stripped of money, telephone and pc.",0,,1622068185
MLI1658,"17 September 2017",2017,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2013-2020) Operational Coordination Mechanism",,1,13,,466,"Western Africa",Mali,Gao,Gao,Anchawadi,Imenas,16.3061,0.7175,1,Issalan,"New media","A MOC element was shot down by armed men, possibly as reprisal of Gawa events of 14/09/2017.",1,,1652228927
MLI1655,"16 September 2017",2017,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Mali)",,3,,,0,30,,466,"Western Africa",Mali,Mopti,Djenne,Kewa,Kouakourou,14.2223,-4.4959,1,Sahelien,International,"Looting: Unidentified militants seized 178 cows, and destroyed several fields and water pumps.",0,,1622068185
MLI1656,"16 September 2017",2017,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Police Forces of Mali (2013-2020) Gendarmerie",7,37,"Civilian targeting",466,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Gossi,Gossi,15.8196,-1.2911,1,Kibaru,National,"2 armed man killed an off duty policeman in the mosquee for the morning prayer.",1,,1622068185
MLI1657,"16 September 2017",2017,1,"Political violence","Violence against civilians",Attack,"Islamist Militia (Mali)",,3,"Civilians (Mali)",,7,37,"Civilian targeting",466,"Western Africa",Mali,Mopti,Djenne,Kewa,Kouakourou,14.2223,-4.4959,2,Menastream,"Local partner-New media","The siege on Kanio, is still in place: an elderly Malinke was shot dead on his property by Islamist militants.",1,,1622068185
MLI1654,"16 September 2017",2017,1,Demonstrations,Protests,"Protest with intervention","Protesters (Mali)",,6,"Police Forces of Mali (2013-2020)",,1,16,,466,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,AFP,International,"Hundreds of persons took the street to protest against the FCFA in Cotonou, Dakar and Bamako. The demonstration was dispersed by police.",0,,1622068185
MLI1653,"14 September 2017",2017,2,"Political violence","Violence against civilians",Attack,"Islamist Militia (Mali)",,3,"Civilians (Mali)",,7,37,"Civilian targeting",466,"Western Africa",Mali,Mopti,Djenne,Kewa,Kouakourou,14.2223,-4.4959,2,Menastream,"Local partner-New media","The siege on Kanio conintues: two civilians killed during the week.",2,,1622068185
MLI1651,"14 September 2017",2017,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Police Forces of Mali (2013-2020) Gendarmerie",,1,13,,466,"Western Africa",Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,1,Issalan,"New media","A National Guard pick-up was seized after an exchange of fire: 3 guards dead and several civilians wounded. Malian army in pursuit till 5 km from the city.",3,,1622068185
MLI1652,"14 September 2017",2017,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Platform of June 14th 2014 movements",,3,33,,466,"Western Africa",Mali,Gao,Ansongo,Ouattagouna,"Ti Samet",15.1728,1.0229,1,Issalan,"New media","2 Platform pick-ups were attacked: 2 dead and 4 men kidnapped on the Platform side.",2,,1622068185
MLI1649,"13 September 2017",2017,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Unidentified Armed Group (Mali)",,3,33,,466,"Western Africa",Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,Issalan,"New media","An explosion followed by an exchange of fire was reported by Kidal inhabitants.",0,,1571164564
MLI1650,"13 September 2017",2017,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2013-2020)",,1,12,,466,"Western Africa",Mali,Mopti,Djenne,Kewa,Kouakourou,14.2223,-4.4959,1,Menastream,"Local partner-New media","Clashes between JNIM's Katiba Macina and a National Guard patrol was signalled this evening in Kouakourou, Mopti Region. The patrol was ambushed in a forest 5km from Kouakourou without suffering any casualties.",0,,1622068185
MLI1648,"12 September 2017",2017,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Police Forces of Mali (2013-2020) Gendarmerie",,1,13,,466,"Western Africa",Mali,Mopti,Koro,Madougou,Gawa,14.4138,-2.965,1,Issalan,"New media","A National Guard vehicle was seized after an exchange of fire. One civilian wounded.",0,,1622068185
MLI1647,"11 September 2017",2017,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2013-2020)",,1,13,,466,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,Menastream,"Local partner-New media","Gao's 8th district, airport and the FAMa camp subjected to mortar fire this morning, 2 Malian soldiers lightly wounded",0,,1599527445
MLI1645,"10 September 2017",2017,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Civilian targeting",466,"Western Africa",Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,"L'Enfant Touareg","New media","2 men shot to death a person in Kidal city centre.",1,,1571164567
MLI1646,"10 September 2017",2017,2,"Strategic developments","Strategic developments","Change to group/activity","Islamist Militia (Mali)",,3,,,0,30,,466,"Western Africa",Mali,Mopti,Djenne,Kewa,Kouakourou,14.2223,-4.4959,1,Menastream,"Local partner-New media","The village of Kanio was besieged by 'jihadists' for days following recent clashes with villagers, supplies scarce.",0,,1622068185
MLI1644,"09 September 2017",2017,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","Unidentified Armed Group (Mali)",,3,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-2020)","Military Forces of France (2017-)",8,38,,466,"Western Africa",Mali,Kidal,Tessalit,Tessalit,Tessalit,20.2581,0.9905,1,Menastream,"Local partner-New media","The joint Barkhane/MINUSMA Amachach base in Tessalit subjected to rocket/mortar fire this morning",0,,1626129974
MLI1642,"08 September 2017",2017,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Civilian targeting",466,"Western Africa",Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,2,Issalan,"New media","The explosion of a vehicle on a IED in the Etambar valley was reported by Kidal inhabitants.",0,,1571164564
MLI1643,"08 September 2017",2017,1,"Political violence",Battles,"Armed clash","Military Forces of France (2017-)",,8,"Islamist Militia (Mali)",,3,38,,466,"Western Africa",Mali,Mopti,Douentza,Mondoro,Mondoro,14.6762,-1.9513,1,Menastream,"Local partner-New media","2 'jihadists' killed by Barkhane (Tigre helos & mountain commandos/paratroopers) on Sept 8, in N'daki near the BurkinaFaso border. 2 pick-ups, 3 motorbikes, 3 AK-47s, ammunition, IED-manufacturing materiel seized.",2,,1622068185
MLI1641,"06 September 2017",2017,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2013-2020)",,1,13,,466,"Western Africa",Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,1,Menastream,"Local partner-New media","Attempt to seize a FAMa supply vehicle 'foiled' at Menaka market, one soldier killed one wounded.",1,,1622068185
MLI1640,"05 September 2017",2017,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Mali)",,3,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-2020)",,8,38,,466,"Western Africa",Mali,Kidal,Tessalit,Adjelhoc,Aguelhok,19.4695,0.856,2,Menastream,"Local partner-New media","MINUSMA vehicle struck by IED 15km from Aguelhok this afternoon, 2 peacekeepers dead and 2 severely wounded reported.",2,,1626129974
MLI1639,"04 September 2017",2017,2,"Political violence",Riots,"Mob violence","JNIM: Group for Support of Islam and Muslims",,2,"Rioters (Mali)","Vigilante Group (Mali)",5,25,,466,"Western Africa",Mali,Mopti,Djenne,Kewa,Kouakourou,14.2223,-4.4959,1,Menastream,"Local partner-New media","Tense situation these past days in the Macina: clashes between 'jihadists' & locals in Kouakourou.",0,,1622068185
MLI1637,"04 September 2017",2017,1,"Political violence","Violence against civilians","Abduction/forced disappearance","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)",,7,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Tenenkou,Diafarabe,Mamba,14.0777,-4.9844,1,EFE,International,"Presumed Islamists kidnapped 30 people in Mamba as revenge for the beat up of two Islamists after a quarrel about veil wearing.",0,,1622068185
MLI1638,"04 September 2017",2017,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Health Workers (Mali); Aid Workers (Mali)",7,37,"Civilian targeting",466,"Western Africa",Mali,Gao,Ansongo,Bourra,Tassiga,15.4729,0.6941,2,Issalan,"New media","NGO ambulance was attacked at 25 km S of Afoud on the Tassiga axis. One wounded.",0,,1622068185
MLI1636,"02 September 2017",2017,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Mali)",,3,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-2020)",,8,38,,466,"Western Africa",Mali,Gao,Bourem,Tarkint,Tabankort,17.9808,-0.1022,1,Menastream,"Local partner-New media","2 vehicles part of MINUSMA logistics convoy struck by dual-IED, 5km north of Tabankort",0,,1651165019
MLI1635,"31 August 2017",2017,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-2020)",,8,38,,466,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Gossi,Gossi,15.8196,-1.2911,1,Menastream,"Local partner-New media","MINUSMA vehicle targeted by gunfire this evening in Gossi, 2 dead reported",2,,1626129974
MLI1634,"30 August 2017",2017,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2013-2020)",,1,13,,466,"Western Africa",Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,1,Menastream,"Local partner-New media","Exchange of gunfire between unknown gunmen on motorbikes and Malian soldiers in Abaradjou neighbourhood, Timbuktu, the assailants took off",0,,1599527445
MLI1633,"27 August 2017",2017,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)","Fulani Ethnic Militia (Mali)",3,"Civilians (Mali)","Tuareg Ethnic Group (Mali)",7,37,"Civilian targeting",466,"Western Africa",Mali,Menaka,Anderamboukane,Anderamboukane,Tamalat,15.797,3.7095,1,Kibaru,National,"The bodies of two Dawsahaq kidnapped on August, 25 were found in Tamalat. This execution is probably linked to Fulani-Tuareg tensions.",2,,1622068185
MLI1632,"25 August 2017",2017,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2013-2020)",,1,13,,466,"Western Africa",Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,2,Menastream,"Local partner-New media","FAMa checkpoint on the outskirts of Timbuktu on road towards Araouane attacked last night around 21h, 1 dead & at least 1 wounded",1,,1599527444
MLI1631,"25 August 2017",2017,1,"Political violence",Battles,"Armed clash","Military Forces of France (2017-)",,8,"JNIM: Group for Support of Islam and Muslims",,2,28,,466,"Western Africa",Mali,Kidal,Kidal,Essouk,Tabankort,18.9003,0.9953,1,Kibaru,National,"Barkhane forces destroyed two vehicles carrying several JNIM terrorists; others have been captured. MAA rejected allegations of any involvement on the JNIM side.",4,,1622068185
MLI1629,"24 August 2017",2017,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Military Forces of Niger (2011-2021)",,8,38,,466,"Western Africa",Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,2,Menastream,"Local partner-New media","Unconfirmed reports on clashes between the Nigerien army and unknown gunmen 25km south of Infoukaretane",0,,1622068185
MLI1630,"24 August 2017",2017,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Civilian targeting",466,"Western Africa",Mali,Mopti,Bankass,Bankass,Bankass,14.0775,-3.5159,1,Menastream,"Local partner-New media","Sahel Eco (NGO) coordinator found dead after being strangled by unknown assailants at hotel room in Bankass, Mopti, computer stolen",1,,1622068185
MLI1628,"24 August 2017",2017,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Police Forces of Mali (2013-2020) Gendarmerie",,1,13,,466,"Western Africa",Mali,Mopti,Bandiagara,"Bara Sara",Ouo,14.1013,-3.7846,1,Menastream,"Local partner-New media","Gendarmerie post in Ouo, Cercle of Bandiagara, Mopti Region attacked by unknown gunmen on motorbikes around 18h, 1 gendarme killed",1,,1622068185
MLI1627,"22 August 2017",2017,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (International)","Aid Workers (International); UNHCR: United Nations Refugee Agency",7,37,"Civilian targeting",466,"Western Africa",Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,2,Menastream,"Local partner-New media","Unknown gunmen wounded 2 UNHCR staff members in failed attempt to seize their vehicle between Kabara & Timbuktu",0,,1579637360
MLI1625,"22 August 2017",2017,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Civilian targeting",466,"Western Africa",Mali,Gao,Gao,Gabero,"Haoussa Foulan",15.9858,0.1395,1,Menastream,"Local partner-New media","A minibus was hurt by a IED detonation.",0,,1622068185
MLI1624,"22 August 2017",2017,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Police Forces of Mali (2013-2020) Gendarmerie",,1,13,,466,"Western Africa",Mali,Tombouctou,Goundam,Tonka,Tonka,16.1289,-3.7478,1,Menastream,"Local partner-New media","Gendarmerie post in Tonka (Goundam) attacked by gunmen on motorbike/s around 2h this morning, telecomms sabotaged, casualties unknown",0,,1622068185
MLI1623,"20 August 2017",2017,1,"Political violence","Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Pastoralists (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Douentza,Hombori,"Seno Guedel",14.9587,-1.8987,1,Menastream,"Local partner-New media","Herdsman named as Bokary Chory reportedly beheaded in public by jihadists today in Seno Edal south of Boni. Accused of having helped a wounded Malian soldier who escaped the ambush in Bebi, late August last year.",1,,1622068185
MLI1622,"20 August 2017",2017,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Mali)",,3,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-2020)",,8,38,,466,"Western Africa",Mali,Kidal,Tessalit,Adjelhoc,Aguelhok,19.4695,0.856,2,Issalan,"New media","9 peacekeepers wounded incl. 4 severely by IED detonation in Taghlit, axis Aguelhok-Tessalit, Kidal Region",0,,1626129974
MLI1621,"19 August 2017",2017,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Police Forces of Mali (2013-2020)",,1,13,,466,"Western Africa",Mali,Mopti,Bankass,Ouonkoro,Ouenkoro,13.3821,-3.8308,1,Menastream,"Local partner-New media","Attack by 4 gunmen aboard motorcycles of the customs post in Ouonkoro, Cercle of Bankass. No casualties.",0,,1622068185
MLI1620,"19 August 2017",2017,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mali)",,6,,,0,60,,466,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,AFP,International,"The opposition and its supporters took to the streets of the capital Bamako Saturday in jubilation for the indefinite suspension of the consitutional referendum.",0,,1622068185
MLI1618,"17 August 2017",2017,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Civilian targeting",466,"Western Africa",Mali,Tombouctou,Niafunke,Fittouga,Arkodia,15.774,-3.6209,1,"Studio Tamani",National,"3 armed men raided Arkodia village killing a man; they asked the community to enforce charia law before leaving the village.",1,,1622068185
MLI1619,"17 August 2017",2017,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"GATIA: Imghad Tuareg and Allies Self-Defense Group",,3,33,,466,"Western Africa",Mali,Gao,Gao,Anchawadi,Tamkoutat,16.4032,0.9921,2,"Issalan; Kibaru; Menastream","Local partner-New media","GATIA elements were attacked while reaching the Tamkoutat market. 8 dead and 3 vehicles burned.",8,,1652228927
MLI1617,"16 August 2017",2017,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Civilian targeting",466,"Western Africa",Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,"L'Enfant Touareg; Menastream","Local partner-New media","4 people raided a house: 1 civilian died of his wounds.",1,,1579637357
MLI1614,"14 August 2017",2017,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2013-2020)",,1,13,,466,"Western Africa",Mali,Tombouctou,Niafunke,Lere,Diabata,15.6022,-5.1267,2,Menastream,"Local partner-New media","A Malian army convoy was attacked a few km from Diabata: 6-8 killed, 4 wounded, 3 vehicles seized.",6,,1622068185
MLI1615,"14 August 2017",2017,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-2020)","Military Forces of Mali (2013-2020)",8,38,,466,"Western Africa",Mali,Mopti,Douentza,Douentza,Douentza,14.9951,-2.9517,1,Menastream,"Local partner-New media","MINUSMA camp in Douentza subjected to an attack early this morning. 4 dead (2 assailants, a Malian soldier and a Blue Helmet) and several wounded.",4,,1626129974
MLI1616,"14 August 2017",2017,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-2020)","Police Forces of Mali (2013-2020) Gendarmerie; Private Security Forces (Mali)",8,38,,466,"Western Africa",Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,1,Menastream,"Local partner-New media","MINUSMA HQ was attacked by unidentified armed men: 5 securicom guards, 1 gendarme, 1 civilian contractor & 6 assailants killed, 1 guard & 6 peacekeepers wounded (2 severely).",13,,1626129974
MLI1613,"13 August 2017",2017,1,"Political violence",Battles,"Armed clash","Military Forces of France (2017-)",,8,"Platform of June 14th 2014 movements",,3,38,,466,"Western Africa",Mali,Gao,Bourem,Tarkint,Tabankort,17.9808,-0.1022,1,"Nord Mali",National,"Platform spokesperson claimed Barkhane soldiers proceeded to disarm Platform's men in Tabankort: combined air and ground strikes were launched after Platform's men opposed French attempts.",0,,1651165019
MLI1612,"09 August 2017",2017,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Mali)",,3,"Civilians (International)","ICRC: International Committee of the Red Cross and Red Crescent; Aid Workers (Mali)",7,37,,466,"Western Africa",Mali,Tombouctou,Goundam,Goundam,Goundam,16.4167,-3.6667,2,Menastream,"Local partner-New media","Looting: Unknown assailants seized two ICRC vehicles between Goundam and Gargando, Tombouctou Region. It is unclear if there were any passenger on board.",0,,1622068185
MLI1611,"09 August 2017",2017,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims","Ansar Dine",2,"Police Forces of Mali (2013-2020)",,1,12,,466,"Western Africa",Mali,Mopti,Djenne,Djenne,Djenne,13.9045,-4.5599,1,Kibaru,National,"Suspected Ansar Dine militants attacked members of the National Guard in Djenne (Mopti). The security forces repelled the assailants but one of them was injured.",0,,1622068185
MLI1610,"07 August 2017",2017,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"MNLA: National Movement for the Liberation of Azawad",,2,23,,466,"Western Africa",Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,Menastream,"Local partner-New media","The chief of the MNLA's counter-terrorism unit was attacked by unknown assailants in Kidal. His guards retaliated. 1 killed, 2 wounded and 1 assailant arrested.",1,,1600121126
MLI1609,"04 August 2017",2017,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Dawsahak Ethnic Group (Mali)",7,37,"Civilian targeting",466,"Western Africa",Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,2,"Kibaru; Issalan","New media-National","Unidentified assailants attacked Oudeina village, 70 kms SE of Talatay commune of Menaka, abducting six members of the Dawshak and stealing a vehicle. The bodies of four of the six were later recovered, while the two others were released.",4,,1622068185
MLI1607,"02 August 2017",2017,1,"Political violence",Battles,"Armed clash","Dogon Ethnic Militia (Mali)","Dozo Communal Militia (Mali)",4,"Fulani Ethnic Militia (Mali)","Pastoralists (Mali)",4,44,,466,"Western Africa",Mali,Mopti,Koro,Koro,Koro,14.0778,-3.0832,2,Menastream,"Local partner-New media","Renewed violence between Dogons & Fulanis in Koro, Mopti Region. 1 Dogon killed, 2 wounded & 1 taken prisoner. Dozos from Ke-Macina were said to be en route to reinforce the Dogons.",1,,1625524581
MLI1608,"02 August 2017",2017,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2013-2020)",,1,13,,466,"Western Africa",Mali,Gao,Bourem,Tarkint,Almoustarat,17.37,0.09,2,Menastream,"Local partner-New media","Unknown assailants riding motorbikes ambushed a group of Malian forces at a water source in Almoustarat, killing two.",2,,1651165019
MLI1605,"31 July 2017",2017,1,"Political violence",Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2013-2020)",,1,13,,466,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Gossi,Gossi,15.8196,-1.2911,2,Menastream,"Local partner-New media","A Malian army convoy was ambushed between Gossi and Hombori. No reported casualty.",0,,1622068185
MLI1606,"31 July 2017",2017,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of France (2017-)",,8,28,,466,"Western Africa",Mali,Kidal,Tessalit,Tessalit,Tessalit,20.2581,0.9905,2,"Long War Journal; Kibaru",National-International,"Four French soldiers were wounded when an IED exploded on a French patrol near the town of Tessalit in Mali's northern region of Kidal. JNIM later claimed the attack.",0,,1622068185
MLI1604,"30 July 2017",2017,1,"Strategic developments","Strategic developments","Non-violent transfer of territory","Military Forces of France (2017-)",,8,"MPSA: Popular Movement for Azawad Salvation",,2,28,,466,"Western Africa",Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,2,Menastream,"Local partner-New media","Tensions rose as French forces occupied an MPSA military post near Timbuktu. No report of clashes.",0,,1585692265
MLI1602,"29 July 2017",2017,1,"Strategic developments","Strategic developments","Non-violent transfer of territory","CMA: Coordination of Movements of the Azawad",,2,"Military Forces of Mali (2013-2020)","MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-2020)",1,12,,466,"Western Africa",Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,1,Menastream,"Local partner-New media","CMA left Menaka leaving the city security in the hands of Fama And MINUSMA.",0,,1626129974
MLI1601,"29 July 2017",2017,1,"Strategic developments","Strategic developments","Non-violent transfer of territory","CMA: Coordination of Movements of the Azawad",,2,,,0,20,,466,"Western Africa",Mali,Gao,Gao,Anchawadi,Djebok,16.3464,0.3067,1,Menastream,"Local partner-New media","The village of Djebok in the wasteland 35km east of Gao reportedly under the control of CMA.",0,,1652228927
