event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
CYP456,"20 July 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Students (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Philenews,National,"On 20 July 2020, on the 46th anniversary of the Turkish invasion of Northern Cyprus, tens of students that are members of associations independent of any political parties marched in central Nicosia to the crossing point at Ledras street to protest against the occupation and the partition of the island shouting slogans for freedom and democracy.",0,"crowd size=tens",1595971265
CYP454,"18 July 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Limassol,,,Limassol,34.6841,33.0379,1,Philenews,National,"On 18 July 2020, at least 30 residents and business owners of a main road in Limassol continued their protest against the construction of a road dividing island by blocking the road.",0,"crowd size=at least 30",1595359377
CYP452,"17 July 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,"Ayios Dhometios",35.1769,33.3354,1,"Philenews; Detay; LGC News",National,"On 17 July 2020, about 300 demonstrators representing 17 non-governmental organisations rallied at the Ayios Dhometios/Metehan crossing point to protest against what they believe are arbitrary decisions by the Republic of Cyprus regarding the movement of EU citizens from south to north and severely restricting the chances for economic recovery in North Cyprus and affecting negatively the combat against the coronavirus pandemic. The organisations inlcuded the Turkish Cypriot Chamber of Commerce (KTTO), Turkish Cypriot Chamber of Industry (KTTSO), Turkish Cypriot Contractors' Association (KTIMB), Turkish Cypriot Association (KTIID), Association of Young Entrepreneurs (ISAD), Association of Turkish Cypriot Travel Agencies and Tourism (KTTSAB), Association of Northern Cyprus Restaurants (KKRB), Association of Car Rental Companies (KAIB), Association of Casino Entrepreneurs (CIB), Taxi Association (TB), Turkish Cypriot Foreign Organization (ATCA).",0,"crowd size=about 300",1595359375
CYP453,"17 July 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 17 July 2020, at least 20 local tradesmen of the United Action Committee protested at the Ledras/Lokmaci crossing point in Nicosia demanding for the crossing points to open and both the north and the south fulfil their responsibilities within the scope of the Green Line Regulation.",0,"crowd size=at least 20",1595359376
CYP451,"16 July 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","KTAMS: Cyprus Turkish Civil Servants Trade Union; Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Detay; Yeniduzen",National,"On 16 July 2020, 12 members of KTAMS protested outside the Development Bank in North Nicosia on the grounds that the Board of Directors and the General Manager behaved in an arbitrary, insensitive and political way. The protesters unfurled a banner and demanded to see the Deputy Prime Minister and Foreign Minister, who is responsible for the Stay Bank, in order to convey the problems.",0,"crowd size=12",1595359375
CYP455,"16 July 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Farmers (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 16 July 2020, 14 representatives of the Animal Producers and Animal Breeders Association rallied outside the Ministry of Agriculture in North Nicosia to protest over the lack of plans by the administration to protect them amidst the coronavirus pandemic. The protesters left 14 black wreaths in front of the Ministry, where the Union President read a statement saying that the government and the Ministry of Agriculture did not do anything right during the pandemic and that the producers were victimised.",0,"crowd size=14",1595971265
CYP449,"13 July 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 13 July 2020, members of the group 'No to Quarantine Entries' that was organised on Facebook protested in a motorcade to follow social distancing rules. The protesters reached the Assembly in Northern Nicosia, where they demanded that unless the infrastructure preparations and a coronavirus pandemic hospital are ready, there will be no quarantine entries allowed in Northern Cyprus.",0,"crowd size=no report",1595359376
CYP448,"13 July 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Limassol,,,Limassol,34.6841,33.0379,1,Philenews,National,"On 13 July 2020, about 40 residents and business owners based on a main road in Limassol protested outside City Hall against the construction of a road dividing island.",0,"crowd size=about 40",1595359377
CYP450,"13 July 2020",2020,1,Demonstrations,Protests,"Protest with intervention","Protesters (Cyprus)","KTOEOS: Cyprus Turkish Secondary School Teachers Union; Turkish Ethnic Group (Cyprus); Teachers (Cyprus)",6,"Police Forces of Northern Cyprus (2015-2020)",,1,16,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 13 July 2020, at least 11 members of KTOEOS protested outside the Public Service Commission (KHK) building in Northern Nicosia on the grounds that teacher appointment exams were delayed and students might not have teachers at the beginning of the next academic year. The protesters attempted to enter the building, but they could not pass through the police cordon.",0,"crowd size=at least 11",1670352626
CYP447,"10 July 2020",2020,1,"Political violence","Violence against civilians",Attack,"Police Forces of Northern Cyprus (2015-2020)",,1,"Civilians (Syria)","Civilians (International); Refugees/IDPs (Syria); Refugees/IDPs (International)",7,17,"Civilian targeting",196,Europe,Cyprus,Nicosia,,,Morphou,35.1966,32.9945,1,"Detay; LGC News",National,"On 10 July 2020, police forces of Northern Cyprus fired shots at a group of 30 refugees - most of them Syrian - arriving at Morphou/Guzelyurt Bay. Two of the refugees were injured and needed medical attention. There were also two women from Africa in the group.",0,,1670352626
CYP446,"08 July 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)",,6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,SigmaLive,National,"On 8 July 2020, members of 18 environmental organizations, movements and groups protested in Nicosia following the cutting of trees to open space for a car park without consulting Nicosia's citizens. The protesters demanded more green urban spaces, protection of national parks, transparent procedures during decision making and prioritizing the people's well-being over developments.",0,"crowd size=no report",1638907975
CYP445,"07 July 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Health Workers (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"SigmaLive; Detay",National,"On 7 July 2020, members of the 4 unions of Turkish Cypriot health workers and doctors rallied in Northern Nicosia during a strike-protest over lack of staff and equipment in the combat against coronavirus. The protesters requested a pandemic hospital among other demands.",0,"crowd size=no report",1594753945
CYP444,"06 July 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Greek Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Mansoura,35.1874,32.6361,1,"Cyprus Mail; Philenews",National,"On 6 July 2020, residents of the Greek Cypriot village of Kato Pyrgos in Tylliria protested over what they consider are inconsistent coronavirus instructions by the administration excluding them from crossing the Limnitis crosspoint and isolating them from the rest of the Republic of Cyprus, while Turkish soldiers are allowed to pass through Tylliria without any restrictions. The protesters rallied at Mansoura blocking the road to the Kokkina/Erenkoy coastal exclave preventing Turkish military vehicles from passing through.",0,"crowd size=no report",1594753945
CYP436,"03 July 2020",2020,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Cyprus)",,3,"Civilians (Cyprus)",,7,37,,196,Europe,Cyprus,Limassol,,,Limassol,34.6841,33.0379,2,"Philenews; The National Herald",National-International,"Property destruction: On 3 July 2020, early in the morning, unidentified arsonists burned four telecommunication antennas in the wider Limassol area, likely in connection to opposition to 5G networks.",0,,1594154156
CYP438,"03 July 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","KTAMS: Cyprus Turkish Civil Servants Trade Union; Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 3 July 2020, members of KTAMS rallied in Northern Nicosia outside the headquarters of a bank to protest against its practices.",0,"crowd size=no report",1594154157
CYP437,"03 July 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","PEO: Pancyprian Federation of Labour; Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,SigmaLive,National,"On 3 July 2020, seasonal hotel employees supported by PEO, as well as actors and employees in the culture sector protested outside the Labour Ministry and the Ministry of Education in Nicosia demanding more support measures due to the coronavirus pandemic.",0,"crowd size=no report",1594154157
CYP439,"02 July 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,2,Detay,National,"On 2 July 2020, members of the United Action Committee of tradesmen and craftsmen marched from Kyrenia to Nicosia to protest for fairer state support due to the coronavirus pandemic. The demonstrators joined their colleagues outside the Prime Ministry in Northern Nicosia and met with the Prime Minister.",0,"crowd size=no report",1594154157
CYP441,"02 July 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Health Workers (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Yeniduzen,National,"On 2 July 2020, health workers rallied outside a major hospital in Northern Nicosia to demand new hospital infrastructure to weather the coronavirus pandemic and to protest over the existing hospital being repurposed into a pandemic hospital causing great disruptions in the treatment of non-COVID cases.",0,"crowd size=no report",1594154157
CYP440,"01 July 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Greece)","Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Yeniduzen; Detay",National,"On 1 July 2020, on the first day of a two-week protest, members of the United Action Committee of tradesmen and craftsmen set up their tents outside the Prime Ministry in Northern Nicosia to protest for fairer state support due to the coronavirus pandemic.",0,"crowd size=no report",1595359366
CYP435,"30 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Farmers (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Paphos,,,Pafos,34.7768,32.4245,3,SigmaLive,National,"On 30 June 2020, farmers of 67 village communities of the Pafos countryside demonstrated on the Pafos-Polis Chrysochous road over a decrease in subsidies and the abandonment of the countryside.",0,"crowd size=no report",1618500534
CYP433,"30 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Government of Cyprus (2013-2023)",6,,,0,60,,196,Europe,Cyprus,Paphos,,,Lemonari,34.8768,32.4824,1,Philenews,National,"On 30 June 2020, tens of residents of village communities of the Pafos countryside supported by members of the local government rallied at the location Lemonari on the road between Pafos and Polis Chrysochous to protest against the closure of bank branches in their communities and the abandonment of the countryside.",0,"crowd size=tens",1677016121
CYP434,"28 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)",,6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Kokkinotrimithia,35.1542,33.1986,1,Philenews,National,"On 28 June 2020, groups of activists protested outside the Pournara migrant reception centre in Kokkinotrimithia to express their solidarity with unaccompanied minors following reports of harassment in the camp.",0,"crowd size=no report",1594154157
CYP432,"27 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Belarus)",,6,,,0,60,,196,Europe,Cyprus,Limassol,,,Limassol,34.6841,33.0379,1,Svaboda.org,International,"On 27 June 2020, tens of Belarusians protested in Limassol as part of an international action for peaceful change expressing their solidarity with imprisoned Belarusian bloggers and opposition politicians.",0,"crowd size=tens",1593545133
CYP429,"27 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Cyprus Green Party; Government of Cyprus (2013-2023)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Dali,35.0225,33.4218,2,"Cyprus Mail; Philenews",National,"On 27 June 2020, about 400 residents of Dali joined by members of the local government and representatives of the Green Party rallied at the Tseri Motorway Junction in Dali Industrial Area symbolically blocking the road for five minutes to protest for the immediate removal of the asphalt plants in the area and for the downgrading of the area to light industrial zones.",0,"crowd size=about 400",1677016121
CYP430,"26 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Health Workers (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Detay; SigmaLive",National,"On 26 June 2020, Turkish Cypriot doctors and nurses supported by their unions marched in Nicosia against the TRNC administration's decision to resume flights on 1 July. The protesters believe that North Cyprus is not ready to combat another wave of the coronavirus pandemic.",0,"crowd size=no report",1593545132
CYP428,"26 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Lawyers (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Philenews,National,"On 26 June 2020, legal officers and other staff at the Law Office of the Republic of Cyprus protested spontaneously in Nicosia over the circumstances under which the Attorney-General had to resign.",0,"crowd size=no report",1593545133
CYP427,"24 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Turkish Ethnic Group (Cyprus); Women (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Larnaca,,,Pergamos,35.0431,33.7083,1,"Philenews; SigmaLive",National,"On 24 June 2020, about 50 Turkish Cypriot residents of Pyla - mostly women and 40 children - rallied with their vehicles blocking the way at the Pergamos crossing point to protest for allowing a family whose children did not have the appropriate negative for coronavirus certificate to cross to the North.",0,"crowd size=about 50",1618500711
CYP431,"23 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Health Workers (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 23 June 2020, Turkish Cypriot doctors and nurses supported by their unions rallied outside the Prime Ministry in North Nicosia to protest over the TRNC administration not taking adequate precautions to combat the coronavirus.",0,"crowd size=no report",1593545132
CYP442,"23 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Famagusta,,,Famagusta,35.1205,33.9389,1,Yeniduzen,National,"On 23 June 2020, dozens of members of the United Action Committee of tradesmen and craftsmen rallied in Famagusta to protest for government support due to the coronavirus pandemic.",0,"crowd size=dozens",1594154157
CYP426,"19 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Protesters (International); Refugees/IDPs (International); AKEL: Progressive Party of Working People; BLM: Black Lives Matter",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Cyprus Mail",National,"On 19 June 2020, ahead of World Refugee Day, about 100 protesters including refugees marched in Nicosia carrying banners reading 'solidarity to refugees' and 'We can't breathe' in solidarity with the Black Lives Matter movement to protest against racism and xenophobia. The general secretary of AKEL also participated in the demonstration.",0,"crowd size=about 100",1592937373
CYP424,"18 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 18 June 2020, about 40 members of trade organisations in Northern Cyprus protested at the traffic light junction near the Prime Ministry in north Nicosia over the effects of the coronavirus pandemic and asked for increased economic support.",0,"crowd size=about 40",1592937373
CYP425,"17 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","UBP: National Unity Party; Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 17 June 2020, members of UBP rallied outside the Prime Ministry in north Nicosia to protest against the dismissal of the TRNC Tourism minister.",0,"crowd size=no report",1592937373
CYP443,"17 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Yeniduzen,National,"On 17 June 2020, at least 20 private sector employees supported by the Union Platform rallied outside the Ministry of Labour in Northern Nicosia to protest for state support due to the coronavirus pandemic.",0,"crowd size=at least 20",1594154157
CYP423,"17 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Kurdish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Limassol,,,Limassol,34.6841,33.0379,1,"SigmaLive; Philenews",National,"On 17 June 2020, about 60 Kurdish protesters organised by the Cultural Centre of Kurdistan 'Theofilos' marched in Limassol against the recent Turkish bombardments of refugee camps in North Iraq accusing Turkish President Erdogan of genocide.",0,"crowd size=about 60",1604423634
CYP422,"15 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Turkmen Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,SigmaLive,National,"On 15 June 2020, Turkmen residents of Northern Cyprus rallied in Nicosia in another protest against the President of Turkmenistan for not permitting them to enter the country to help their relatives in the areas Lebap and Mary that have been devastated by storms. They also protested for the Turkmen residents of Northern Cyprus, who had visited Turkmenistan in 2019, to be allowed to return to Northern Cyprus.",0,"crowd size=no report",1592937374
CYP421,"14 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Antifa; Spirithkia; KISA: Movement for Equality, Support, Anti-Racism",6,,,0,60,,196,Europe,Cyprus,Limassol,,,Limassol,34.6841,33.0379,1,SigmaLive,National,"On 14 June 2020, members of Antifa, Spirithkia and KISA marched in Limassol to express their solidarity with migrants. However, during the march slogans were shouted against the police and media calling them fascists and murderers. The political cartoonist of Philenews was particularly targeted. Some demonstrators also shouted slogans from the Greek civil war.",0,"crowd size=no report",1592937374
CYP417,"12 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Philenews,National,"On 12 June 2020, professional drivers of five transport companies continued their protest over the public transport bidding process by driving more than 50 buses in Nicosia.",0,"crowd size=more than 50 buses",1592343645
CYP419,"11 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Greek Ethnic Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Cyprus Mail",National,"On 11 June 2020, Greek Cypriot and Turkish Cypriot representatives from the bi-communal initiative United Cyprus, which represents more than 75 groups from both sides, rallied at the closed Ledra Palace crossing point in Nicosia before paying separate visits to their leaders demanding the re-opening of crossings points, but also the re-start of negotiations for a permanent solution of the Cyprus problem.",0,"crowd size=no report",1592343644
CYP418,"11 June 2020",2020,1,Demonstrations,Riots,"Violent demonstration","Rioters (International)","Refugees/IDPs (International)",5,"Police Forces of Cyprus (2013-2023)",,1,15,,196,Europe,Cyprus,Nicosia,,,Kokkinotrimithia,35.1542,33.1986,1,"SigmaLive; Xinhua",National-International,"On 11 June 2020, migrants at the Pournara reception centre in Kokkinotrimithia rioted over their prolonged detention in the centre by converging on the fence, cutting holes in it and jumping on the fence bringing part of it down. Police responded with tear gas. The migrants hurled rocks at the police slightly injuring 8 officers.",0,"crowd size=no report",1677016121
CYP416,"09 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus); KITSAB: Cyprus Turkish Tourism and Travel Agents Union; Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"SigmaLive; Detay",National,"On 9 June 2020, dozens of Turkish Cypriot travel agents supported by their union KITSAB protested outside TRNC parliament in northern Nicosia over the problems of their sector due to the coronavirus pandemic.",0,"crowd size=dozens",1592343643
CYP420,"09 June 2020",2020,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Cyprus)",,3,"Civilians (Cyprus)",,7,37,,196,Europe,Cyprus,Limassol,,,Limassol,34.6841,33.0379,1,Philenews,National,"Property destruction: On 9 June 2020, unknown assailants destroyed a telecommunications mast in Limassol, likely associated with concerns over 5G.",0,,1592343645
CYP414,"08 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus); Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"SigmaLive; Detay",National,"On 8 June 2020, tens of professional drivers of public transport buses from all over Northern Cyprus, who were unemployed during the coronavirus pandemic, protested over unpaid benefits among other issues driving their vehicles outside TRNC parliament in northern Nicosia while the Assembly was in session. The protesters, who were supported by their union Kar-Is, left their vehicles outside parliament for the next few days partially obstructing traffic.",0,"crowd size=tens",1592343643
CYP415,"08 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (International)","Students (International); BLM: Black Lives Matter; LGBTQ+ (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"SigmaLive; Detay",National,"On 8 June 2020, at least 10 African and other foreign students organised by VOIS (Voices of International Students in Cyprus) rallied outside TRNC parliament in northern Nicosia to express their solidarity with the United States Black Lives Matter demonstrators and to protest against racist practices in Northern Cyprus. The students were also supported by representatives of LGBT groups.",0,"crowd size=at least 10",1592343643
CYP412,"06 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","BLM: Black Lives Matter; EDON: United Democratic Youth Organisation",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"The National Herald",International,"On 6 June 2020, about 250 members of EDON, the youth wing of AKEL, rallied outside the United States embassy in Nicosia - adhering to social distancing rules due to COVID - to protest against racism and to express their solidarity with the Black Lives Matter demonstrators in the United States over the death of George Floyd in police custody.",0,"crowd size=about 250",1591740468
CYP411,"06 June 2020",2020,1,"Political violence",Riots,"Mob violence","Rioters (International)","Refugees/IDPs (International)",5,"Rioters (Syria)","Refugees/IDPs (Syria)",5,55,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,SigmaLive,National,"On 6 June 2020, a group of African and a group of Syrian refugees clashed in Old Nicosia requiring police intervention.",0,"crowd size=no report",1592343655
CYP413,"06 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)",,6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Aglandja,35.1523,33.3977,1,Haravgi,National,"On 6 June 2020, activists protested outside Aglandja city hall for the environment and particularly for the protection of the National Park of Athalassa.",0,"crowd size=no report",1638907975
CYP410,"05 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Philenews,National,"On 5 June 2020, professional drivers of five transport companies protested over the public transport bidding process by driving more than 100 buses in Nicosia.",0,"crowd size=more than 100 buses",1592343655
CYP408,"02 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Turkish Ethnic Group (Cyprus); Labor Group (Cyprus); KSP: Cyprus Socialist Party; Teachers (Cyprus); CTP: Republican Turkish Party",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Detay; Haravgi; Philenews",National,"On 2 June 2020, dozens of Turkish Cypriots employed in the Republic of Cyprus who were concerned they might lose their jobs and protested in northern Nicosia to be allowed to resume travel to work through the crossing points that are still closed due to the coronavirus restrictions. They were supported by trade unions, the teachers' association and by members of KSP and CTP.",0,"crowd size=dozens",1591740466
CYP409,"02 June 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Turkish Ethnic Group (Cyprus); Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Larnaca,,,Pergamos,35.0431,33.7083,1,SigmaLive,National,"On 2 June 2020, Turkish Cypriots residing in the bi-communal village of Pyla in the Republic of Cyprus rallied at the Pergamos crossing point to protest against the TRNC government's coronavirus condition that they are not to contact Greek Cypriots in order to be allowed to commute to their jobs in the North.",0,"crowd size=no report",1618501558
CYP406,"31 May 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Antifa; Spirithkia; BLM: Black Lives Matter",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Philenews; Cyprus Mail; SigmaLive",National,"On 31 May 2020, about 400 members of anti-fascist groups including Spirithkia participated in an anti-racist march in central Nicosia to express their solidarity with migrants. They paused outside the Ministry of Foreign Affairs shouting slogans to protest against the government's handling of the migration crisis. Some protesters were also holding George Floyd Black Lives Matter placards. The organisers were fined for breaking the coronavirus measures.",0,"crowd size=about 400",1591740466
CYP407,"31 May 2020",2020,1,"Political violence",Riots,"Mob violence","Rioters (India)","Refugees/IDPs (India)",5,"Rioters (India)","Refugees/IDPs (India)",5,55,,196,Europe,Cyprus,Limassol,,,Limassol,34.6841,33.0379,1,"SigmaLive; Philenews",National,"On 31 May 2020, two groups of 50-55 Indian migrants clashed at Limassol waterfront using clubs and knives. The second group of 25 people arrived from a different city. One person was knifed and transferred to hospital and his vehicle was damaged. There were two arrests, who turned out to be undocumented migrants.",0,"crowd size=50-55",1592343655
CYP405,"29 May 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Turkish Ethnic Group (Cyprus); KTAMS: Cyprus Turkish Civil Servants Trade Union; Labor Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 29 May 2020, at least 24 members of KTAMS protested outside the Prime Ministry in Northern Nicosia against the government's decision to close the English Education Centre that was established 32 years ago.",0,"crowd size=at least 24",1591739891
CYP404,"28 May 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)","Turkish Ethnic Group (Cyprus)",6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Detay,National,"On 28 May 2020, at least 45 parents of students at a private college in Ortakoy, in northern Nicosia protested outside the school against the increase in school fees.",0,"crowd size=at least 45",1592937352
CYP403,"26 May 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)",,6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,Haravgi,National,"On 26 May 2020, parents of school children with special abilities continued their protest outside the Ministry of Education in Nicosia against the government's decision to not allow their children back to school at the same time with other pupils due to the coronavirus measures.",0,"crowd size=no report",1591128461
CYP402,"25 May 2020",2020,1,Demonstrations,Protests,"Peaceful protest","Protesters (Cyprus)",Antifa,6,,,0,60,,196,Europe,Cyprus,Nicosia,,,Kokkinotrimithia,35.1542,33.1986,1,Philenews,National,"On 25 May 2020, members of the anti-establishment group Antifa Lefkosa protested outside the Pournara migrant reception centre in Kokkinotrimithia to express their solidarity with migrants.",0,"crowd size=no report",1591128463
